t,q1,q2,dq1,dq2,tip_x,tip_y,tip_z,tip_x_rel,tip_z_rel,elbow_x,elbow_z,step_idx
0.0340000000,4.7120302791,1.4046466384,-0.0203930963,0.4923146906,0.9858107800,0.0000000000,3.6657399832,0.9858107800,1.1657399832,0.4995996891,3.5840251753,17.0000000000
0.0360000000,4.7119884696,1.4056600245,-0.0214113780,0.5210656672,0.9859295345,0.0000000000,3.6647817500,0.9859295345,1.1647817500,0.4996392808,3.5835393720,18.0000000000
0.0380000000,4.7119446544,1.4067308774,-0.0223985772,0.5497811419,0.9860544364,0.0000000000,3.6637686468,0.9860544364,1.1637686468,0.4996810002,3.5830257499,19.0000000000
0.0400000000,4.7118988972,1.4078591241,-0.0233529670,0.5784592187,0.9861853795,0.0000000000,3.6627006551,0.9861853795,1.1627006551,0.4997248250,3.5824842995,20.0000000000
0.0420000000,4.7118512655,1.4090446881,-0.0242728200,0.6070980139,0.9863222517,0.0000000000,3.6615777557,0.9863222517,1.1615777557,0.4997707314,3.5819150111,21.0000000000
0.0440000000,4.7118018301,1.4102874888,-0.0251564088,0.6356956564,0.9864649352,0.0000000000,3.6603999287,0.9864649352,1.1603999287,0.4998186947,3.5813178744,22.0000000000
0.0460000000,4.7117506652,1.4115874420,-0.0260020057,0.6642502884,0.9866133067,0.0000000000,3.6591671535,0.9866133067,1.1591671535,0.4998686889,3.5806928788,23.0000000000
0.0480000000,4.7116978486,1.4129444600,-0.0268078828,0.6927600660,0.9867672370,0.0000000000,3.6578794085,0.9867672370,1.1578794085,0.4999206869,3.5800400134,24.0000000000
0.0500000000,4.7116434613,1.4143584512,-0.0275723120,0.7212231597,0.9869265911,0.0000000000,3.6565366717,0.9869265911,1.1565366717,0.4999746602,3.5793592668,25.0000000000
0.0520000000,4.7115875881,1.4158293203,-0.0282935646,0.7496377550,0.9870912285,0.0000000000,3.6551389203,0.9870912285,1.1551389203,0.5000305794,3.5786506273,26.0000000000
