t,q1,q2,dq1,dq2,tip_x,tip_y,tip_z,tip_x_rel,tip_z_rel,elbow_x,elbow_z,step_idx
5.4380000000,9.8705952801,5.3684598666,-0.0946847191,-3.9056013414,-1.7943207843,0.0000000000,2.4792829022,-1.7943207843,-0.0207170978,-1.3545073790,2.7020893279,2719.0000000000
5.4400000000,9.8703758074,5.3606810840,-0.1247896019,-3.8732038547,-1.7907723923,0.0000000000,2.4719644608,-1.7907723923,-0.0280355392,-1.3527550982,2.6982814617,2720.0000000000
5.4420000000,9.8700961144,5.3529669649,-0.1549055125,-3.8409357485,-1.7871951354,0.0000000000,2.4646249485,-1.7871951354,-0.0353750515,-1.3510009521,2.6944361084,2721.0000000000
5.4440000000,9.8697561762,5.3453172626,-0.1850352405,-3.8087851835,-1.7835891809,0.0000000000,2.4572644851,-1.7835891809,-0.0427355149,-1.3492450083,2.6905533071,2722.0000000000
5.4460000000,9.8693559624,5.3377317537,-0.2151814826,-3.7767404532,-1.7799546925,0.0000000000,2.4498831976,-1.7799546925,-0.0501168024,-1.3474873289,2.6866330956,2723.0000000000
5.4480000000,9.8688954375,5.3302102380,-0.2453468420,-3.7447899821,-1.7762918304,0.0000000000,2.4424812198,-1.7762918304,-0.0575187802,-1.3457279705,2.6826755106,2724.0000000000
5.4500000000,9.8683745606,5.3227525385,-0.2755338280,-3.7129223240,-1.7726007524,0.0000000000,2.4350586923,-1.7726007524,-0.0649413077,-1.3439669846,2.6786805876,2725.0000000000
5.4520000000,9.8677932861,5.3153585010,-0.3057448556,-3.6811261604,-1.7688816142,0.0000000000,2.4276157622,-1.7688816142,-0.0723842378,-1.3422044177,2.6746483609,2726.0000000000
5.4540000000,9.8671515636,5.3080279937,-0.3359822454,-3.6493902979,-1.7651345697,0.0000000000,2.4201525833,-1.7651345697,-0.0798474167,-1.3404403116,2.6705788637,2727.0000000000
5.4560000000,9.8664493381,5.3007609070,-0.3662482234,-3.6177036668,-1.7613597716,0.0000000000,2.4126693154,-1.7613597716,-0.0873306846,-1.3386747033,2.6664721282,2728.0000000000
5.4580000000,9.8656865502,5.2935571535,-0.3965449204,-3.5860553179,-1.7575573723,0.0000000000,2.4051661247,-1.7575573723,-0.0948338753,-1.3369076258,2.6623281856,2729.0000000000
5.4600000000,9.8648631366,5.2864166674,-0.4268743725,-3.5544344209,-1.7537275235,0.0000000000,2.3976431834,-1.7537275235,-0.1023568166,-1.3351391073,2.6581470656,2730.0000000000
5.4620000000,9.8639790296,5.2793394047,-0.4572385206,-3.5228302613,-1.7498703774,0.0000000000,2.3901006696,-1.7498703774,-0.1098993304,-1.3333691723,2.6539287974,2731.0000000000
5.4640000000,9.8630341581,5.2723253423,-0.4876392104,-3.4912322380,-1.7459860868,0.0000000000,2.3825387670,-1.7459860868,-0.1174612330,-1.3315978413,2.6496734087,2732.0000000000
5.4660000000,9.8620284472,5.2653744786,-0.5180781929,-3.4596298611,-1.7420748055,0.0000000000,2.3749576648,-1.7420748055,-0.1250423352,-1.3298251306,2.6453809264,2733.0000000000
5.4680000000,9.8609618187,5.2584868327,-0.5485571235,-3.4280127486,-1.7381366889,0.0000000000,2.3673575575,-1.7381366889,-0.1326424425,-1.3280510534,2.6410513761,2734.0000000000
5.4700000000,9.8598341911,5.2516624443,-0.5790775630,-3.3963706243,-1.7341718942,0.0000000000,2.3597386449,-1.7341718942,-0.1402613551,-1.3262756187,2.6366847827,2735.0000000000
5.4720000000,9.8586454798,5.2449013736,-0.6096409770,-3.3646933148,-1.7301805810,0.0000000000,2.3521011316,-1.7301805810,-0.1478988684,-1.3244988326,2.6322811698,2736.0000000000
5.4740000000,9.8573955976,5.2382037012,-0.6402487367,-3.3329707474,-1.7261629115,0.0000000000,2.3444452269,-1.7261629115,-0.1555547731,-1.3227206974,2.6278405599,2737.0000000000
5.4760000000,9.8560844545,5.2315695275,-0.6709021181,-3.3011929466,-1.7221190508,0.0000000000,2.3367711448,-1.7221190508,-0.1632288552,-1.3209412125,2.6233629746,2738.0000000000
5.4780000000,9.8547119579,5.2249989728,-0.7016023032,-3.2693500323,-1.7180491675,0.0000000000,2.3290791033,-1.7180491675,-0.1709208967,-1.3191603740,2.6188484343,2739.0000000000
5.4800000000,9.8532780133,5.2184921773,-0.7323503794,-3.2374322170,-1.7139534342,0.0000000000,2.3213693247,-1.7139534342,-0.1786306753,-1.3173781750,2.6142969585,2740.0000000000
5.4820000000,9.8517825238,5.2120493004,-0.7631473400,-3.2054298031,-1.7098320271,0.0000000000,2.3136420353,-1.7098320271,-0.1863579647,-1.3155946055,2.6097085653,2741.0000000000
5.4840000000,9.8502253908,5.2056705209,-0.7939940846,-3.1733331804,-1.7056851273,0.0000000000,2.3058974647,-1.7056851273,-0.1941025353,-1.3138096529,2.6050832721,2742.0000000000
5.4860000000,9.8486065137,5.1993560368,-0.8248914187,-3.1411328241,-1.7015129202,0.0000000000,2.2981358461,-1.7015129202,-0.2018641539,-1.3120233014,2.6004210949,2743.0000000000
5.4880000000,9.8469257909,5.1931060650,-0.8558400550,-3.1088192919,-1.6973155967,0.0000000000,2.2903574157,-1.6973155967,-0.2096425843,-1.3102355329,2.5957220487,2744.0000000000
5.4900000000,9.8451831189,5.1869208413,-0.8868406128,-3.0763832220,-1.6930933527,0.0000000000,2.2825624129,-1.6930933527,-0.2174375871,-1.3084463263,2.5909861472,2745.0000000000
5.4920000000,9.8433783935,5.1808006200,-0.9178936185,-3.0438153307,-1.6888463899,0.0000000000,2.2747510793,-1.6888463899,-0.2252489207,-1.3066556579,2.5862134031,2746.0000000000
5.4940000000,9.8415115092,5.1747456740,-0.9489995064,-3.0111064105,-1.6845749162,0.0000000000,2.2669236592,-1.6845749162,-0.2330763408,-1.3048635018,2.5814038280,2747.0000000000
5.4960000000,9.8395823599,5.1687562945,-0.9801586185,-2.9782473272,-1.6802791453,0.0000000000,2.2590803990,-1.6802791453,-0.2409196010,-1.3030698291,2.5765574322,2748.0000000000
5.4980000000,9.8375908391,5.1628327909,-1.0113712053,-2.9452290189,-1.6759592976,0.0000000000,2.2512215468,-1.6759592976,-0.2487784532,-1.3012746088,2.5716742248,2749.0000000000
5.5000000000,9.8355368394,5.1569754906,-1.0426374260,-2.9120424931,-1.6716156004,0.0000000000,2.2433473525,-1.6716156004,-0.2566526475,-1.2994778074,2.5667542136,2750.0000000000
5.5020000000,9.8334202535,5.1511847390,-1.0739573491,-2.8786788254,-1.6672482878,0.0000000000,2.2354580670,-1.6672482878,-0.2645419330,-1.2976793890,2.5617974054,2751.0000000000
5.5040000000,9.8312409742,5.1454608993,-1.1053309529,-2.8451291572,-1.6628576013,0.0000000000,2.2275539424,-1.6628576013,-0.2724460576,-1.2958793152,2.5568038055,2752.0000000000
5.5060000000,9.8289988940,5.1398043522,-1.1367581258,-2.8113846942,-1.6584437899,0.0000000000,2.2196352317,-1.6584437899,-0.2803647683,-1.2940775457,2.5517734181,2753.0000000000
5.5080000000,9.8266939061,5.1342154962,-1.1682386675,-2.7774367047,-1.6540071101,0.0000000000,2.2117021879,-1.6540071101,-0.2882978121,-1.2922740374,2.5467062461,2754.0000000000
5.5100000000,9.8243259040,5.1286947469,-1.1997722887,-2.7432765176,-1.6495478265,0.0000000000,2.2037550646,-1.6495478265,-0.2962449354,-1.2904687455,2.5416022909,2755.0000000000
5.5120000000,9.8218947818,5.1232425373,-1.2313586127,-2.7088955213,-1.6450662121,0.0000000000,2.1957941149,-1.6450662121,-0.3042058851,-1.2886616224,2.5364615528,2756.0000000000
5.5140000000,9.8194004347,5.1178593177,-1.2629971756,-2.6742851621,-1.6405625477,0.0000000000,2.1878195916,-1.6405625477,-0.3121804084,-1.2868526187,2.5312840307,2757.0000000000
5.5160000000,9.8168427586,5.1125455552,-1.2946874271,-2.6394369426,-1.6360371230,0.0000000000,2.1798317467,-1.6360371230,-0.3201682533,-1.2850416825,2.5260697221,2758.0000000000
5.5180000000,9.8142216509,5.1073017341,-1.3264287316,-2.6043424202,-1.6314902363,0.0000000000,2.1718308311,-1.6314902363,-0.3281691689,-1.2832287600,2.5208186231,2759.0000000000
5.5200000000,9.8115370102,5.1021283554,-1.3582203687,-2.5689932064,-1.6269221949,0.0000000000,2.1638170944,-1.6269221949,-0.3361829056,-1.2814137950,2.5155307285,2760.0000000000
5.5220000000,9.8087887364,5.0970259367,-1.3900615347,-2.5333809651,-1.6223333148,0.0000000000,2.1557907843,-1.6223333148,-0.3442092157,-1.2795967290,2.5102060316,2761.0000000000
5.5240000000,9.8059767316,5.0919950124,-1.4219513429,-2.4974974113,-1.6177239217,0.0000000000,2.1477521466,-1.6177239217,-0.3522478534,-1.2777775015,2.5048445243,2762.0000000000
5.5260000000,9.8031008993,5.0870361334,-1.4538888253,-2.4613343107,-1.6130943501,0.0000000000,2.1397014248,-1.6130943501,-0.3602985752,-1.2759560499,2.4994461972,2763.0000000000
5.5280000000,9.8001611452,5.0821498670,-1.4858729337,-2.4248834779,-1.6084449444,0.0000000000,2.1316388596,-1.6084449444,-0.3683611404,-1.2741323090,2.4940110393,2764.0000000000
5.5300000000,9.7971573772,5.0773367967,-1.5179025403,-2.3881367758,-1.6037760581,0.0000000000,2.1235646887,-1.6037760581,-0.3764353113,-1.2723062117,2.4885390381,2765.0000000000
5.5320000000,9.7940895055,5.0725975225,-1.5499764398,-2.3510861146,-1.5990880549,0.0000000000,2.1154791466,-1.5990880549,-0.3845208534,-1.2704776887,2.4830301798,2766.0000000000
5.5340000000,9.7909574428,5.0679326603,-1.5820933505,-2.3137234511,-1.5943813078,0.0000000000,2.1073824640,-1.5943813078,-0.3926175360,-1.2686466683,2.4774844491,2767.0000000000
5.5360000000,9.7877611043,5.0633428420,-1.6142519154,-2.2760407876,-1.5896562001,0.0000000000,2.0992748677,-1.5896562001,-0.4007251323,-1.2668130766,2.4719018292,2768.0000000000
5.5380000000,9.7845004083,5.0588287157,-1.6464507045,-2.2380301711,-1.5849131247,0.0000000000,2.0911565803,-1.5849131247,-0.4088434197,-1.2649768374,2.4662823017,2769.0000000000
5.5400000000,9.7811752757,5.0543909452,-1.6786882157,-2.1996836929,-1.5801524847,0.0000000000,2.0830278195,-1.5801524847,-0.4169721805,-1.2631378722,2.4606258468,2770.0000000000
5.5420000000,9.7777856307,5.0500302101,-1.7109628770,-2.1609934875,-1.5753746932,0.0000000000,2.0748887981,-1.5753746932,-0.4251112019,-1.2612961003,2.4549324433,2771.0000000000
5.5440000000,9.7743314005,5.0457472057,-1.7432730482,-2.1219517324,-1.5705801734,0.0000000000,2.0667397238,-1.5705801734,-0.4332602762,-1.2594514384,2.4492020685,2772.0000000000
5.5460000000,9.7708125159,5.0415426428,-1.7756170230,-2.0825506470,-1.5657693586,0.0000000000,2.0585807985,-1.5657693586,-0.4414192015,-1.2576038012,2.4434346980,2773.0000000000
5.5480000000,9.7672289111,5.0374172478,-1.8079930305,-2.0427824922,-1.5609426925,0.0000000000,2.0504122181,-1.5609426925,-0.4495877819,-1.2557531006,2.4376303063,2774.0000000000
5.5500000000,9.7635805237,5.0333717626,-1.8403992382,-2.0026395700,-1.5561006287,0.0000000000,2.0422341725,-1.5561006287,-0.4577658275,-1.2538992462,2.4317888661,2775.0000000000
5.5520000000,9.7598672952,5.0294069445,-1.8728337536,-1.9621142224,-1.5512436310,0.0000000000,2.0340468448,-1.5512436310,-0.4659531552,-1.2520421453,2.4259103488,2776.0000000000
5.5540000000,9.7560891711,5.0255235658,-1.9052946266,-1.9211988315,-1.5463721735,0.0000000000,2.0258504112,-1.5463721735,-0.4741495888,-1.2501817025,2.4199947245,2777.0000000000
5.5560000000,9.7522461005,5.0217224142,-1.9377798524,-1.8798858185,-1.5414867403,0.0000000000,2.0176450408,-1.5414867403,-0.4823549592,-1.2483178199,2.4140419617,2778.0000000000
5.5580000000,9.7483380368,5.0180042926,-1.9702873738,-1.8381676435,-1.5365878258,0.0000000000,2.0094308951,-1.5365878258,-0.4905691049,-1.2464503969,2.4080520274,2779.0000000000
5.5600000000,9.7443649375,5.0143700188,-2.0028150837,-1.7960368045,-1.5316759342,0.0000000000,2.0012081278,-1.5316759342,-0.4987918722,-1.2445793305,2.4020248876,2780.0000000000
5.5620000000,9.7403267645,5.0108204255,-2.0353608286,-1.7534858373,-1.5267515798,0.0000000000,1.9929768845,-1.5267515798,-0.5070231155,-1.2427045148,2.3959605066,2781.0000000000
5.5640000000,9.7362234837,5.0073563604,-2.0679224108,-1.7105073147,-1.5218152869,0.0000000000,1.9847373025,-1.5218152869,-0.5152626975,-1.2408258415,2.3898588476,2782.0000000000
5.5660000000,9.7320550657,5.0039786862,-2.1004975922,-1.6670938457,-1.5168675895,0.0000000000,1.9764895102,-1.5168675895,-0.5235104898,-1.2389431992,2.3837198726,2783.0000000000
5.5680000000,9.7278214858,5.0006882799,-2.1330840968,-1.6232380756,-1.5119090315,0.0000000000,1.9682336272,-1.5119090315,-0.5317663728,-1.2370564739,2.3775435420,2784.0000000000
5.5700000000,9.7235227233,4.9974860336,-2.1656796147,-1.5789326843,-1.5069401663,0.0000000000,1.9599697639,-1.5069401663,-0.5400302361,-1.2351655487,2.3713298155,2785.0000000000
5.5720000000,9.7191587628,4.9943728538,-2.1982818052,-1.5341703867,-1.5019615568,0.0000000000,1.9516980211,-1.5019615568,-0.5483019789,-1.2332703039,2.3650786512,2786.0000000000
5.5740000000,9.7147295933,4.9913496615,-2.2308883006,-1.4889439310,-1.4969737755,0.0000000000,1.9434184900,-1.4969737755,-0.5565815100,-1.2313706167,2.3587900066,2787.0000000000
5.5760000000,9.7102352084,4.9884173923,-2.2634967098,-1.4432460985,-1.4919774041,0.0000000000,1.9351312517,-1.4919774041,-0.5648687483,-1.2294663614,2.3524638377,2788.0000000000
5.5780000000,9.7056756067,4.9855769962,-2.2961046222,-1.3970697025,-1.4869730332,0.0000000000,1.9268363773,-1.4869730332,-0.5731636227,-1.2275574094,2.3461000997,2789.0000000000
5.5800000000,9.7010507918,4.9828294373,-2.3287096120,-1.3504075872,-1.4819612625,0.0000000000,1.9185339274,-1.4819612625,-0.5814660726,-1.2256436288,2.3396987472,2790.0000000000
5.5820000000,9.6963607719,4.9801756944,-2.3613092420,-1.3032526270,-1.4769427006,0.0000000000,1.9102239519,-1.4769427006,-0.5897760481,-1.2237248846,2.3332597335,2791.0000000000
5.5840000000,9.6916055601,4.9776167601,-2.3939010681,-1.2555977251,-1.4719179646,0.0000000000,1.9019064901,-1.4719179646,-0.5980935099,-1.2218010390,2.3267830114,2792.0000000000
5.5860000000,9.6867851744,4.9751536415,-2.4264826438,-1.2074358125,-1.4668876798,0.0000000000,1.8935815702,-1.4668876798,-0.6064184298,-1.2198719504,2.3202685330,2793.0000000000
5.5880000000,9.6818996379,4.9727873596,-2.4590515247,-1.1587598462,-1.4618524801,0.0000000000,1.8852492093,-1.4618524801,-0.6147507907,-1.2179374744,2.3137162498,2794.0000000000
5.5900000000,9.6769489784,4.9705189495,-2.4916052733,-1.1095628082,-1.4568130072,0.0000000000,1.8769094133,-1.4568130072,-0.6230905867,-1.2159974630,2.3071261128,2795.0000000000
5.5920000000,9.6719332286,4.9683494604,-2.5241414636,-1.0598377039,-1.4517699104,0.0000000000,1.8685621766,-1.4517699104,-0.6314378234,-1.2140517651,2.3004980726,2796.0000000000
5.5940000000,9.6668524259,4.9662799554,-2.5566576866,-1.0095775596,-1.4467238469,0.0000000000,1.8602074822,-1.4467238469,-0.6397925178,-1.2121002260,2.2938320795,2797.0000000000
5.5960000000,9.6617066127,4.9643115115,-2.5891515552,-0.9587754218,-1.4416754810,0.0000000000,1.8518453014,-1.4416754810,-0.6481546986,-1.2101426877,2.2871280836,2798.0000000000
5.5980000000,9.6564958361,4.9624452196,-2.6216207094,-0.9074243539,-1.4366254841,0.0000000000,1.8434755939,-1.4366254841,-0.6565244061,-1.2081789886,2.2803860350,2799.0000000000
5.6000000000,9.6512201479,4.9606821846,-2.6540628220,-0.8555174347,-1.4315745345,0.0000000000,1.8350983077,-1.4315745345,-0.6649016923,-1.2062089636,2.2736058837,2800.0000000000
5.6020000000,9.6458796044,4.9590235251,-2.6864756041,-0.8030477556,-1.4265233170,0.0000000000,1.8267133788,-1.4265233170,-0.6732866212,-1.2042324441,2.2667875801,2801.0000000000
5.6040000000,9.6404742665,4.9574703734,-2.7188568107,-0.7500084183,-1.4214725227,0.0000000000,1.8183207317,-1.4214725227,-0.6816792683,-1.2022492578,2.2599310746,2802.0000000000
5.6060000000,9.6350041997,4.9560238758,-2.7512042468,-0.6963925313,-1.4164228487,0.0000000000,1.8099202791,-1.4164228487,-0.6900797209,-1.2002592289,2.2530363184,2803.0000000000
5.6080000000,9.6294694735,4.9546851922,-2.7835157730,-0.6421932072,-1.4113749979,0.0000000000,1.8015119216,-1.4113749979,-0.6984880784,-1.1982621778,2.2461032628,2804.0000000000
5.6100000000,9.6238701619,4.9534554965,-2.8157893125,-0.5874035593,-1.4063296788,0.0000000000,1.7930955486,-1.4063296788,-0.7069044514,-1.1962579212,2.2391318604,2805.0000000000
5.6120000000,9.6182063429,4.9523359761,-2.8480228563,-0.5320166976,-1.4012876048,0.0000000000,1.7846710374,-1.4012876048,-0.7153289626,-1.1942462720,2.2321220642,2806.0000000000
5.6140000000,9.6124780984,4.9513278324,-2.8802144705,-0.4760257254,-1.3962494944,0.0000000000,1.7762382542,-1.3962494944,-0.7237617458,-1.1922270396,2.2250738285,2807.0000000000
5.6160000000,9.6066855142,4.9504322806,-2.9123623023,-0.4194237345,-1.3912160706,0.0000000000,1.7677970534,-1.3912160706,-0.7322029466,-1.1902000292,2.2179871087,2808.0000000000
5.6180000000,9.6008286796,4.9496505495,-2.9444645873,-0.3622038010,-1.3861880608,0.0000000000,1.7593472784,-1.3861880608,-0.7406527216,-1.1881650425,2.2108618618,2809.0000000000
5.6200000000,9.5949076874,4.9489838819,-2.9765196555,-0.3043589804,-1.3811661963,0.0000000000,1.7508887613,-1.3811661963,-0.7491112387,-1.1861218772,2.2036980461,2810.0000000000
5.6220000000,9.5889227589,4.9484330146,-3.0082723081,-0.2469343515,-1.3761506229,0.0000000000,1.7424212783,-1.3761506229,-0.7575787217,-1.1840700126,2.1964956929,2811.0000000000
5.6240000000,9.5828750145,4.9479949637,-3.0394654692,-0.1910091515,-1.3711395467,0.0000000000,1.7339444587,-1.3711395467,-0.7660555413,-1.1820078935,2.1892550697,2812.0000000000
5.6260000000,9.5767649241,4.9476694097,-3.0706179957,-0.1344364750,-1.3661318890,0.0000000000,1.7254580269,-1.3661318890,-0.7745419731,-1.1799343488,2.1819763845,2813.0000000000
5.6280000000,9.5705925706,4.9474576537,-3.1017283123,-0.0772100477,-1.3611285779,0.0000000000,1.7169618474,-1.3611285779,-0.7830381526,-1.1778492749,2.1746595990,2814.0000000000
5.6300000000,9.5643580400,4.9473610095,-3.1327949601,-0.0193235531,-1.3561303400,0.0000000000,1.7084557611,-1.3561303400,-0.7915442389,-1.1757524548,2.1673047050,2815.0000000000
5.6320000000,9.5580614208,4.9473808037,-3.1638166038,0.0392293735,-1.3511379052,0.0000000000,1.6999395990,-1.3511379052,-0.8000604010,-1.1736436682,2.1599116967,2816.0000000000
5.6340000000,9.5517028044,4.9475183756,-3.1947920384,0.0984551513,-1.3461520054,0.0000000000,1.6914131824,-1.3461520054,-0.8085868176,-1.1715226910,2.1524805716,2817.0000000000
5.6360000000,9.5452822842,4.9477750772,-3.2257201970,0.1583602608,-1.3411733754,0.0000000000,1.6828763229,-1.3411733754,-0.8171236771,-1.1693892954,2.1450113299,2818.0000000000
5.6380000000,9.5387999557,4.9481522739,-3.2566001578,0.2189512512,-1.3362027516,0.0000000000,1.6743288230,-1.3362027516,-0.8256711770,-1.1672432501,2.1375039752,2819.0000000000
5.6400000000,9.5322559162,4.9486513439,-3.2874311518,0.2802347482,-1.3312408723,0.0000000000,1.6657704766,-1.3312408723,-0.8342295234,-1.1650843198,2.1299585149,2820.0000000000
5.6420000000,9.5256502642,4.9492736790,-3.3182125703,0.3422174619,-1.3262884770,0.0000000000,1.6572010692,-1.3262884770,-0.8427989308,-1.1629122657,2.1223749597,2821.0000000000
5.6440000000,9.5189830993,4.9500206844,-3.3489439728,0.4049061960,-1.3213463067,0.0000000000,1.6486203787,-1.3213463067,-0.8513796213,-1.1607268454,2.1147533248,2822.0000000000
5.6460000000,9.5122545218,4.9508937791,-3.3796250944,0.4683078566,-1.3164151030,0.0000000000,1.6400281753,-1.3164151030,-0.8599718247,-1.1585278125,2.1070936293,2823.0000000000
5.6480000000,9.5054646325,4.9518943958,-3.4102558545,0.5324294626,-1.3114956082,0.0000000000,1.6314242228,-1.3114956082,-0.8685757772,-1.1563149172,2.0993958971,2824.0000000000
5.6500000000,9.4986135319,4.9530239817,-3.4408363642,0.5972781560,-1.3065885651,0.0000000000,1.6228082785,-1.3065885651,-0.8771917215,-1.1540879057,2.0916601567,2825.0000000000
5.6520000000,9.4917013203,4.9542839980,-3.4713669347,0.6628612127,-1.3016947164,0.0000000000,1.6141800940,-1.3016947164,-0.8858199060,-1.1518465207,2.0838864417,2826.0000000000
5.6540000000,9.4847280971,4.9556759210,-3.5018480858,0.7291860549,-1.2968148049,0.0000000000,1.6055394161,-1.2968148049,-0.8944605839,-1.1495905011,2.0760747911,2827.0000000000
5.6560000000,9.4776939604,4.9572012418,-3.5322805541,0.7962602627,-1.2919495729,0.0000000000,1.5968859869,-1.2919495729,-0.9031140131,-1.1473195821,2.0682252496,2828.0000000000
5.6580000000,9.4705990067,4.9588614668,-3.5626653017,0.8640915882,-1.2870997622,0.0000000000,1.5882195449,-1.2870997622,-0.9117804551,-1.1450334952,2.0603378676,2829.0000000000
5.6600000000,9.4634433302,4.9606581182,-3.5930035246,0.9326879683,-1.2822661138,0.0000000000,1.5795398257,-1.2822661138,-0.9204601743,-1.1427319681,2.0524127018,2830.0000000000
5.6620000000,9.4562270227,4.9625927342,-3.6232966619,1.0020575403,-1.2774493678,0.0000000000,1.5708465625,-1.2774493678,-0.9291534375,-1.1404147249,2.0444498157,2831.0000000000
5.6640000000,9.4489501725,4.9646668694,-3.6535464043,1.0722086567,-1.2726502630,0.0000000000,1.5621394870,-1.2726502630,-0.9378605130,-1.1380814859,2.0364492792,2832.0000000000
5.6660000000,9.4416128647,4.9668820955,-3.6837547036,1.1431499018,-1.2678695371,0.0000000000,1.5534183304,-1.2678695371,-0.9465816696,-1.1357319676,2.0284111699,2833.0000000000
5.6680000000,9.4342151799,4.9692400016,-3.7139237815,1.2148901086,-1.2631079262,0.0000000000,1.5446828241,-1.2631079262,-0.9553171759,-1.1333658829,2.0203355724,2834.0000000000
5.6700000000,9.4267571941,4.9717421947,-3.7440561391,1.2874383769,-1.2583661647,0.0000000000,1.5359327003,-1.2583661647,-0.9640672997,-1.1309829409,2.0122225796,2835.0000000000
5.6720000000,9.4192389780,4.9743903001,-3.7741545665,1.3608040924,-1.2536449854,0.0000000000,1.5271676936,-1.2536449854,-0.9728323064,-1.1285828470,2.0040722923,2836.0000000000
5.6740000000,9.4116605964,4.9771859624,-3.8042221524,1.4349969466,-1.2489451192,0.0000000000,1.5183875412,-1.2489451192,-0.9816124588,-1.1261653027,1.9958848202,2837.0000000000
5.6760000000,9.4040221076,4.9801308460,-3.8342622936,1.5100269574,-1.2442672949,0.0000000000,1.5095919846,-1.2442672949,-0.9904080154,-1.1237300058,1.9876602817,2838.0000000000
5.6780000000,9.3963235630,4.9832266353,-3.8642787057,1.5859044916,-1.2396122394,0.0000000000,1.5007807701,-1.2396122394,-0.9992192299,-1.1212766502,1.9793988047,2839.0000000000
5.6800000000,9.3885650060,4.9864750361,-3.8942754326,1.6626402879,-1.2349806775,0.0000000000,1.4919536501,-1.2349806775,-1.0080463499,-1.1188049261,1.9711005269,2840.0000000000
5.6820000000,9.3807464715,4.9898777760,-3.9242568575,1.7402454807,-1.2303733316,0.0000000000,1.4831103843,-1.2303733316,-1.0168896157,-1.1163145196,1.9627655961,2841.0000000000
5.6840000000,9.3728679856,4.9934366053,-3.9542277129,1.8187316262,-1.2257909220,0.0000000000,1.4742507407,-1.2257909220,-1.0257492593,-1.1138051130,1.9543941707,2842.0000000000
5.6860000000,9.3649295643,4.9971532978,-3.9841930920,1.8981107287,-1.2212341669,0.0000000000,1.4653744969,-1.2212341669,-1.0346255031,-1.1112763846,1.9459864203,2843.0000000000
5.6880000000,9.3569312132,5.0010296518,-4.0141584594,1.9783952685,-1.2167037820,0.0000000000,1.4564814411,-1.2167037820,-1.0435185589,-1.1087280086,1.9375425257,2844.0000000000
5.6900000000,9.3488729266,5.0050674912,-4.0441296627,2.0595982314,-1.2122004809,0.0000000000,1.4475713738,-1.2122004809,-1.0524286262,-1.1061596552,1.9290626801,2845.0000000000
5.6920000000,9.3407546865,5.0092686660,-4.0741129441,2.1417331393,-1.2077249750,0.0000000000,1.4386441088,-1.2077249750,-1.0613558912,-1.1035709902,1.9205470889,2846.0000000000
5.6940000000,9.3325764624,5.0136350544,-4.1041149521,2.2248140822,-1.2032779733,0.0000000000,1.4296994748,-1.2032779733,-1.0703005252,-1.1009616752,1.9119959707,2847.0000000000
5.6960000000,9.3243382096,5.0181685628,-4.1341427541,2.3088557520,-1.1988601830,0.0000000000,1.4207373165,-1.1988601830,-1.0792626835,-1.0983313675,1.9034095573,2848.0000000000
5.6980000000,9.3160398692,5.0228711281,-4.1642038486,2.3938734776,-1.1944723088,0.0000000000,1.4117574965,-1.1944723088,-1.0882425035,-1.0956797198,1.8947880951,2849.0000000000
5.7000000000,9.3076813667,5.0277447181,-4.1943061785,2.4798832615,-1.1901150539,0.0000000000,1.4027598965,-1.1901150539,-1.0972401035,-1.0930063800,1.8861318447,2850.0000000000
5.7020000000,9.2992626114,5.0327913336,-4.2244581443,2.5669018187,-1.1857891193,0.0000000000,1.3937444191,-1.1857891193,-1.1062555809,-1.0903109915,1.8774410822,2851.0000000000
5.7040000000,9.2907834951,5.0380130095,-4.2546686177,2.6549466161,-1.1814952041,0.0000000000,1.3847109892,-1.1814952041,-1.1152890108,-1.0875931925,1.8687160997,2852.0000000000
5.7060000000,9.2822438917,5.0434118164,-4.2849469563,2.7440359152,-1.1772340061,0.0000000000,1.3756595560,-1.1772340061,-1.1243404440,-1.0848526161,1.8599572057,2853.0000000000
5.7080000000,9.2736436555,5.0489898622,-4.3153030173,2.8341888154,-1.1730062213,0.0000000000,1.3665900944,-1.1730062213,-1.1334099056,-1.0820888899,1.8511647261,2854.0000000000
5.7100000000,9.2649826209,5.0547492940,-4.3457471738,2.9254252999,-1.1688125444,0.0000000000,1.3575026075,-1.1688125444,-1.1424973925,-1.0793016361,1.8423390047,2855.0000000000
5.7120000000,9.2562606008,5.0606922997,-4.3762903296,3.0177662832,-1.1646536689,0.0000000000,1.3483971274,-1.1646536689,-1.1516028726,-1.0764904709,1.8334804041,2856.0000000000
5.7140000000,9.2474773859,5.0668211101,-4.4069439356,3.1112336607,-1.1605302869,0.0000000000,1.3392737185,-1.1605302869,-1.1607262815,-1.0736550045,1.8245893067,2857.0000000000
5.7160000000,9.2386327434,5.0731380006,-4.4377200068,3.2058503607,-1.1564430900,0.0000000000,1.3301324784,-1.1564430900,-1.1698675216,-1.0707948404,1.8156661149,2858.0000000000
5.7180000000,9.2297264159,5.0796452937,-4.4686311397,3.3016403975,-1.1523927688,0.0000000000,1.3209735409,-1.1523927688,-1.1790264591,-1.0679095755,1.8067112528,2859.0000000000
5.7200000000,9.2207581201,5.0863453611,-4.4996905299,3.3986289281,-1.1483800132,0.0000000000,1.3117970774,-1.1483800132,-1.1882029226,-1.0649987995,1.7977251668,2860.0000000000
