t,q1,q2,dq1,dq2,tip_x,tip_y,tip_z,tip_x_rel,tip_z_rel,elbow_x,elbow_z,step_idx
1.4540000000,9.4571697891,5.0626203004,5.6109769242,-9.2456982174,-1.3728302360,0.0000000000,1.6046977920,-1.3728302360,-0.8953022080,-1.1887551297,2.0620760710,727.0000000000
1.4560000000,9.4683477791,5.0442710504,5.5672473718,-9.1041878929,-1.3657435671,0.0000000000,1.6132141106,-1.3657435671,-0.8867858894,-1.1849531356,2.0719006645,728.0000000000
1.4580000000,9.4794396944,5.0262010608,5.5248917800,-8.9664100423,-1.3586981439,0.0000000000,1.6217564519,-1.3586981439,-0.8782435481,-1.1811128286,2.0816933939,729.0000000000
1.4600000000,9.4904482215,5.0084030304,5.4838492862,-8.8322023248,-1.3516941884,0.0000000000,1.6303209975,-1.3516941884,-0.8696790025,-1.1772356777,2.0914530424,730.0000000000
1.4620000000,9.5013759284,4.9908699741,5.4440621302,-8.7014110473,-1.3447318555,0.0000000000,1.6389041298,-1.3447318555,-0.8610958702,-1.1733230594,2.1011784633,731.0000000000
1.4640000000,9.5122252703,4.9735952058,5.4054754929,-8.5738907182,-1.3378112404,0.0000000000,1.6475024202,-1.3378112404,-0.8524975798,-1.1693762648,2.1108685754,732.0000000000
1.4660000000,9.5229985959,4.9565723226,5.3680373380,-8.4495036134,-1.3309323848,0.0000000000,1.6561126166,-1.3309323848,-0.8438873834,-1.1653965064,2.1205223578,733.0000000000
1.4680000000,9.5336981523,4.9397951897,5.3316982606,-8.3281193561,-1.3240952834,0.0000000000,1.6647316327,-1.3240952834,-0.8352683673,-1.1613849242,2.1301388456,734.0000000000
1.4700000000,9.5443260903,4.9232579258,5.2964113410,-8.2096145127,-1.3172998887,0.0000000000,1.6733565383,-1.3172998887,-0.8266434617,-1.1573425914,2.1397171260,735.0000000000
1.4720000000,9.5548844693,4.9069548901,5.2621320060,-8.0938722061,-1.3105461158,0.0000000000,1.6819845494,-1.3105461158,-0.8180154506,-1.1532705188,2.1492563348,736.0000000000
1.4740000000,9.5653752618,4.8908806693,5.2288178961,-7.9807817477,-1.3038338462,0.0000000000,1.6906130201,-1.3038338462,-0.8093869799,-1.1491696604,2.1587556527,737.0000000000
1.4760000000,9.5758003575,4.8750300653,5.1964287399,-7.8702382868,-1.2971629322,0.0000000000,1.6992394342,-1.2971629322,-0.8007605658,-1.1450409169,2.1682143027,738.0000000000
1.4780000000,9.5861615678,4.8593980845,5.1649262357,-7.7621424791,-1.2905331994,0.0000000000,1.7078613980,-1.2905331994,-0.7921386020,-1.1408851398,2.1776315471,739.0000000000
1.4800000000,9.5964606292,4.8439799265,5.1342739386,-7.6564001728,-1.2839444502,0.0000000000,1.7164766330,-1.2839444502,-0.7835233670,-1.1367031350,2.1870066851,740.0000000000
1.4820000000,9.6066992072,4.8287709745,5.1044371553,-7.5529221124,-1.2773964662,0.0000000000,1.7250829700,-1.2773964662,-0.7749170300,-1.1324956662,2.1963390500,741.0000000000
1.4840000000,9.6168788994,4.8137667852,5.0753828440,-7.4516236590,-1.2708890107,0.0000000000,1.7336783427,-1.2708890107,-0.7663216573,-1.1282634578,2.2056280079,742.0000000000
1.4860000000,9.6270012391,4.7989630804,5.0470795210,-7.3524245277,-1.2644218307,0.0000000000,1.7422607824,-1.2644218307,-0.7577392176,-1.1240071973,2.2148729548,743.0000000000
1.4880000000,9.6370676981,4.7843557384,5.0194971728,-7.2552485394,-1.2579946587,0.0000000000,1.7508284124,-1.2579946587,-0.7491715876,-1.1197275385,2.2240733154,744.0000000000
1.4900000000,9.6470796894,4.7699407858,4.9926071729,-7.1600233885,-1.2516072147,0.0000000000,1.7593794437,-1.2516072147,-0.7406205563,-1.1154251035,2.2332285414,745.0000000000
1.4920000000,9.6570385701,4.7557143902,4.9663822047,-7.0666804233,-1.2452592074,0.0000000000,1.7679121702,-1.2452592074,-0.7320878298,-1.1111004849,2.2423381096,746.0000000000
1.4940000000,9.6669456441,4.7416728529,4.9407961887,-6.9751544409,-1.2389503358,0.0000000000,1.7764249643,-1.2389503358,-0.7235750357,-1.1067542479,2.2514015207,747.0000000000
1.4960000000,9.6768021642,4.7278126025,4.9158242141,-6.8853834936,-1.2326802903,0.0000000000,1.7849162735,-1.2326802903,-0.7150837265,-1.1023869319,2.2604182982,748.0000000000
1.4980000000,9.6866093344,4.7141301882,4.8914424748,-6.7973087075,-1.2264487537,0.0000000000,1.7933846160,-1.2264487537,-0.7066153840,-1.0979990526,2.2693879869,749.0000000000
1.5000000000,9.6963683124,4.7006222743,4.8676282096,-6.7108741118,-1.2202554025,0.0000000000,1.8018285778,-1.2202554025,-0.6981714222,-1.0935911034,2.2783101516,750.0000000000
1.5020000000,9.7060802110,4.6872856339,4.8443596461,-6.6260264788,-1.2140999075,0.0000000000,1.8102468094,-1.2140999075,-0.6897531906,-1.0891635568,2.2871843766,751.0000000000
1.5040000000,9.7157461008,4.6741171442,4.8216159476,-6.5427151735,-1.2079819345,0.0000000000,1.8186380224,-1.2079819345,-0.6813619776,-1.0847168659,2.2960102646,752.0000000000
1.5060000000,9.7253670114,4.6611137811,4.7993771642,-6.4608920117,-1.2019011456,0.0000000000,1.8270009871,-1.2019011456,-0.6729990129,-1.0802514657,2.3047874354,753.0000000000
1.5080000000,9.7349439333,4.6482726147,4.7776241861,-6.3805111277,-1.1958571991,0.0000000000,1.8353345297,-1.1958571991,-0.6646654703,-1.0757677741,2.3135155255,754.0000000000
1.5100000000,9.7444778198,4.6355908043,4.7563387007,-6.3015288491,-1.1898497503,0.0000000000,1.8436375294,-1.1898497503,-0.6563624706,-1.0712661933,2.3221941873,755.0000000000
1.5120000000,9.7539695881,4.6230655947,4.7355031515,-6.2239035790,-1.1838784525,0.0000000000,1.8519089169,-1.1838784525,-0.6480910831,-1.0667471104,2.3308230882,756.0000000000
1.5140000000,9.7634201211,4.6106943118,4.7151007000,-6.1475956862,-1.1779429567,0.0000000000,1.8601476711,-1.1779429567,-0.6398523289,-1.0622108990,2.3394019101,757.0000000000
1.5160000000,9.7728302688,4.5984743589,4.6951151903,-6.0725674004,-1.1720429126,0.0000000000,1.8683528179,-1.1720429126,-0.6316471821,-1.0576579192,2.3479303487,758.0000000000
1.5180000000,9.7822008495,4.5864032132,4.6755311152,-5.9987827149,-1.1661779685,0.0000000000,1.8765234278,-1.1661779685,-0.6234765722,-1.0530885193,2.3564081132,759.0000000000
1.5200000000,9.7915326510,4.5744784219,4.6563335847,-5.9262072939,-1.1603477721,0.0000000000,1.8846586142,-1.1603477721,-0.6153413858,-1.0485030362,2.3648349254,760.0000000000
1.5220000000,9.8008264320,4.5626975997,4.6375082965,-5.8548083859,-1.1545519704,0.0000000000,1.8927575314,-1.1545519704,-0.6072424686,-1.0439017960,2.3732105194,761.0000000000
1.5240000000,9.8100829231,4.5510584249,4.6190415085,-5.7845547418,-1.1487902101,0.0000000000,1.9008193732,-1.1487902101,-0.5991806268,-1.0392851147,2.3815346412,762.0000000000
1.5260000000,9.8193028282,4.5395586371,4.6009200123,-5.7154165372,-1.1430621379,0.0000000000,1.9088433713,-1.1430621379,-0.5911566287,-1.0346532993,2.3898070482,763.0000000000
1.5280000000,9.8284868249,4.5281960342,4.5831311092,-5.6473653001,-1.1373674007,0.0000000000,1.9168287935,-1.1373674007,-0.5831712065,-1.0300066477,2.3980275087,764.0000000000
1.5300000000,9.8376355662,4.5169684694,4.5656625866,-5.5803738417,-1.1317056455,0.0000000000,1.9247749429,-1.1317056455,-0.5752250571,-1.0253454497,2.4061958020,765.0000000000
1.5320000000,9.8467496810,4.5058738496,4.5485026970,-5.5144161915,-1.1260765199,0.0000000000,1.9326811559,-1.1260765199,-0.5673188441,-1.0206699874,2.4143117173,766.0000000000
1.5340000000,9.8558297752,4.4949101321,4.5316401374,-5.4494675357,-1.1204796722,0.0000000000,1.9405468012,-1.1204796722,-0.5594531988,-1.0159805356,2.4223750541,767.0000000000
1.5360000000,9.8648764325,4.4840753227,4.5150640299,-5.3855041595,-1.1149147513,0.0000000000,1.9483712790,-1.1149147513,-0.5516287210,-1.0112773625,2.4303856215,768.0000000000
1.5380000000,9.8738902153,4.4733674737,4.4987639042,-5.3225033918,-1.1093814070,0.0000000000,1.9561540189,-1.1093814070,-0.5438459811,-1.0065607297,2.4383432381,769.0000000000
1.5400000000,9.8828716654,4.4627846818,4.4827296803,-5.2604435533,-1.1038792900,0.0000000000,1.9638944799,-1.1038792900,-0.5361055201,-1.0018308930,2.4462477316,770.0000000000
1.5420000000,9.8918213048,4.4523250861,4.4669516526,-5.1993039075,-1.0984080520,0.0000000000,1.9715921484,-1.0984080520,-0.5284078516,-0.9970881026,2.4540989387,771.0000000000
1.5440000000,9.9007396365,4.4419868660,4.4514204749,-5.1390646135,-1.0929673460,0.0000000000,1.9792465380,-1.0929673460,-0.5207534620,-0.9923326033,2.4618967047,772.0000000000
1.5460000000,9.9096271452,4.4317682400,4.4361271464,-5.0797066826,-1.0875568257,0.0000000000,1.9868571880,-1.0875568257,-0.5131428120,-0.9875646352,2.4696408835,773.0000000000
1.5480000000,9.9184842979,4.4216674638,4.4210629980,-5.0212119355,-1.0821761465,0.0000000000,1.9944236627,-1.0821761465,-0.5055763373,-0.9827844335,2.4773313373,774.0000000000
1.5500000000,9.9273115444,4.4116828285,4.4062196796,-4.9635629633,-1.0768249646,0.0000000000,2.0019455506,-1.0768249646,-0.4980544494,-0.9779922292,2.4849679364,775.0000000000
1.5520000000,9.9361093184,4.4018126593,4.3915891489,-4.9067430892,-1.0715029376,0.0000000000,2.0094224634,-1.0715029376,-0.4905775366,-0.9731882492,2.4925505591,776.0000000000
1.5540000000,9.9448780377,4.3920553141,4.3771636591,-4.8507363329,-1.0662097246,0.0000000000,2.0168540353,-1.0662097246,-0.4831459647,-0.9683727165,2.5000790912,777.0000000000
1.5560000000,9.9536181048,4.3824091821,4.3629357491,-4.7955273766,-1.0609449858,0.0000000000,2.0242399223,-1.0609449858,-0.4757600777,-0.9635458504,2.5075534263,778.0000000000
1.5580000000,9.9623299076,4.3728726825,4.3488982331,-4.7411015324,-1.0557083827,0.0000000000,2.0315798014,-1.0557083827,-0.4684201986,-0.9587078669,2.5149734657,779.0000000000
1.5600000000,9.9710138200,4.3634442633,4.3350441910,-4.6874447116,-1.0504995783,0.0000000000,2.0388733698,-1.0504995783,-0.4611266302,-0.9538589786,2.5223391176,780.0000000000
1.5620000000,9.9796702023,4.3541224000,4.3213669594,-4.6345433957,-1.0453182368,0.0000000000,2.0461203446,-1.0453182368,-0.4538796554,-0.9489993952,2.5296502977,781.0000000000
1.5640000000,9.9882994015,4.3449055947,4.3078601233,-4.5823846080,-1.0401640238,0.0000000000,2.0533204615,-1.0401640238,-0.4466795385,-0.9441293234,2.5369069285,782.0000000000
1.5660000000,9.9969017522,4.3357923749,4.2945175076,-4.5309558878,-1.0350366063,0.0000000000,2.0604734748,-1.0350366063,-0.4395265252,-0.9392489673,2.5441089398,783.0000000000
1.5680000000,10.0054775770,4.3267812924,4.2813331695,-4.4802452643,-1.0299356527,0.0000000000,2.0675791565,-1.0299356527,-0.4324208435,-0.9343585283,2.5512562679,784.0000000000
1.5700000000,10.0140271866,4.3178709228,4.2683013915,-4.4302412333,-1.0248608325,0.0000000000,2.0746372958,-1.0248608325,-0.4253627042,-0.9294582053,2.5583488560,785.0000000000
1.5720000000,10.0225508806,4.3090598638,4.2554166739,-4.3809327337,-1.0198118169,0.0000000000,2.0816476984,-1.0198118169,-0.4183523016,-0.9245481949,2.5653866539,786.0000000000
1.5740000000,10.0310489478,4.3003467352,4.2426737284,-4.3323091262,-1.0147882782,0.0000000000,2.0886101861,-1.0147882782,-0.4113898139,-0.9196286915,2.5723696179,787.0000000000
1.5760000000,10.0395216666,4.2917301776,4.2300674721,-4.2843601718,-1.0097898900,0.0000000000,2.0955245963,-1.0097898900,-0.4044754037,-0.9146998873,2.5792977107,788.0000000000
1.5780000000,10.0479693056,4.2832088514,4.2175930209,-4.2370760126,-1.0048163274,0.0000000000,2.1023907814,-1.0048163274,-0.3976092186,-0.9097619725,2.5861709013,789.0000000000
1.5800000000,10.0563921235,4.2747814366,4.2052456841,-4.1904471524,-0.9998672668,0.0000000000,2.1092086082,-0.9998672668,-0.3907913918,-0.9048151353,2.5929891650,790.0000000000
1.5820000000,10.0647903700,4.2664466320,4.1930209587,-4.1444644388,-0.9949423857,0.0000000000,2.1159779578,-0.9949423857,-0.3840220422,-0.8998595621,2.5997524832,791.0000000000
1.5840000000,10.0731642861,4.2582031540,4.1809145244,-4.0991190461,-0.9900413631,0.0000000000,2.1226987245,-0.9900413631,-0.3773012755,-0.8948954373,2.6064608433,792.0000000000
1.5860000000,10.0815141042,4.2500497366,4.1689222382,-4.0544024583,-0.9851638792,0.0000000000,2.1293708161,-0.9851638792,-0.3706291839,-0.8899229436,2.6131142388,793.0000000000
1.5880000000,10.0898400485,4.2419851305,4.1570401298,-4.0103064539,-0.9803096155,0.0000000000,2.1359941530,-0.9803096155,-0.3640058470,-0.8849422622,2.6197126690,794.0000000000
1.5900000000,10.0981423357,4.2340081024,4.1452643969,-3.9668230910,-0.9754782547,0.0000000000,2.1425686677,-0.9754782547,-0.3574313323,-0.8799535723,2.6262561390,795.0000000000
1.5920000000,10.1064211746,4.2261174348,4.1335914007,-3.9239446923,-0.9706694808,0.0000000000,2.1490943048,-0.9706694808,-0.3509056952,-0.8749570516,2.6327446596,796.0000000000
1.5940000000,10.1146767674,4.2183119253,4.1220176614,-3.8816638321,-0.9658829791,0.0000000000,2.1555710201,-0.9658829791,-0.3444289799,-0.8699528764,2.6391782473,797.0000000000
1.5960000000,10.1229093092,4.2105903859,4.1105398546,-3.8399733230,-0.9611184360,0.0000000000,2.1619987806,-0.9611184360,-0.3380012194,-0.8649412210,2.6455569241,798.0000000000
1.5980000000,10.1311189887,4.2029516431,4.0991548066,-3.7988662033,-0.9563755393,0.0000000000,2.1683775640,-0.9563755393,-0.3316224360,-0.8599222586,2.6518807175,799.0000000000
1.6000000000,10.1393059883,4.1953945367,4.0878594910,-3.7583357254,-0.9516539778,0.0000000000,2.1747073581,-0.9516539778,-0.3252926419,-0.8548961607,2.6581496603,800.0000000000
1.6020000000,10.1474704845,4.1879179201,4.0766510247,-3.7183753443,-0.9469534418,0.0000000000,2.1809881608,-0.9469534418,-0.3190118392,-0.8498630972,2.6643637909,801.0000000000
1.6040000000,10.1556126484,4.1805206595,4.0655266646,-3.6789787066,-0.9422736225,0.0000000000,2.1872199796,-0.9422736225,-0.3127800204,-0.8448232365,2.6705231526,802.0000000000
1.6060000000,10.1637326455,4.1732016336,4.0544838036,-3.6401396405,-0.9376142126,0.0000000000,2.1934028310,-0.9376142126,-0.3065971690,-0.8397767456,2.6766277940,803.0000000000
1.6080000000,10.1718306363,4.1659597332,4.0435199677,-3.6018521456,-0.9329749057,0.0000000000,2.1995367406,-0.9329749057,-0.3004632594,-0.8347237901,2.6826777688,804.0000000000
1.6100000000,10.1799067765,4.1587938612,4.0326328121,-3.5641103839,-0.9283553969,0.0000000000,2.2056217425,-0.9283553969,-0.2943782575,-0.8296645339,2.6886731356,805.0000000000
1.6120000000,10.1879612172,4.1517029316,4.0218201185,-3.5269086703,-0.9237553823,0.0000000000,2.2116578790,-0.9237553823,-0.2883421210,-0.8245991394,2.6946139581,806.0000000000
1.6140000000,10.1959941052,4.1446858701,4.0110797916,-3.4902414644,-0.9191745591,0.0000000000,2.2176452003,-0.9191745591,-0.2823547997,-0.8195277677,2.7005003046,807.0000000000
1.6160000000,10.2040055833,4.1377416131,4.0004098563,-3.4541033622,-0.9146126261,0.0000000000,2.2235837641,-0.9146126261,-0.2764162359,-0.8144505781,2.7063322482,808.0000000000
1.6180000000,10.2119957903,4.1308691075,3.9898084544,-3.4184890886,-0.9100692828,0.0000000000,2.2294736355,-0.9100692828,-0.2705263645,-0.8093677285,2.7121098668,809.0000000000
1.6200000000,10.2199648616,4.1240673109,3.9792738419,-3.3833934895,-0.9055442303,0.0000000000,2.2353148868,-0.9055442303,-0.2646851132,-0.8042793754,2.7178332429,810.0000000000
1.6220000000,10.2279129291,4.1173351911,3.9688043861,-3.3488115250,-0.9010371707,0.0000000000,2.2411075965,-0.9010371707,-0.2588924035,-0.7991856735,2.7235024631,811.0000000000
1.6240000000,10.2358401216,4.1106717257,3.9583985626,-3.3147382630,-0.8965478074,0.0000000000,2.2468518500,-0.8965478074,-0.2531481500,-0.7940867759,2.7291176189,812.0000000000
1.6260000000,10.2437465649,4.1040759021,3.9480549527,-3.2811688721,-0.8920758450,0.0000000000,2.2525477387,-0.8920758450,-0.2474522613,-0.7889828344,2.7346788059,813.0000000000
1.6280000000,10.2516323820,4.0975467174,3.9377722408,-3.2480986163,-0.8876209892,0.0000000000,2.2581953596,-0.8876209892,-0.2418046404,-0.7838739987,2.7401861238,814.0000000000
1.6300000000,10.2594976936,4.0910831780,3.9275492117,-3.2155228486,-0.8831829472,0.0000000000,2.2637948157,-0.8831829472,-0.2362051843,-0.7787604173,2.7456396767,815.0000000000
1.6320000000,10.2673426179,4.0846842994,3.9173847478,-3.1834370058,-0.8787614271,0.0000000000,2.2693462152,-0.8787614271,-0.2306537848,-0.7736422368,2.7510395726,816.0000000000
1.6340000000,10.2751672710,4.0783491064,3.9072778268,-3.1518366033,-0.8743561387,0.0000000000,2.2748496713,-0.8743561387,-0.2251503287,-0.7685196020,2.7563859236,817.0000000000
1.6360000000,10.2829717669,4.0720766323,3.8972275190,-3.1207172303,-0.8699667927,0.0000000000,2.2803053021,-0.8699667927,-0.2196946979,-0.7633926560,2.7616788454,818.0000000000
1.6380000000,10.2907562182,4.0658659197,3.8872329851,-3.0900745445,-0.8655931013,0.0000000000,2.2857132303,-0.8655931013,-0.2142867697,-0.7582615405,2.7669184577,819.0000000000
1.6400000000,10.2985207356,4.0597160192,3.8772934734,-3.0599042684,-0.8612347778,0.0000000000,2.2910735831,-0.8612347778,-0.2089264169,-0.7531263948,2.7721048839,820.0000000000
1.6420000000,10.3062654283,4.0536259905,3.8674083178,-3.0302021847,-0.8568915369,0.0000000000,2.2963864916,-0.8568915369,-0.2036135084,-0.7479873569,2.7772382509,821.0000000000
1.6440000000,10.3139904047,4.0475949011,3.8575769353,-3.0009641325,-0.8525630949,0.0000000000,2.3016520910,-0.8525630949,-0.1983479090,-0.7428445627,2.7823186890,822.0000000000
1.6460000000,10.3216957716,4.0416218273,3.8477988235,-2.9721860032,-0.8482491691,0.0000000000,2.3068705199,-0.8482491691,-0.1931294801,-0.7376981461,2.7873463321,823.0000000000
1.6480000000,10.3293816352,4.0357058532,3.8380735588,-2.9438637374,-0.8439494782,0.0000000000,2.3120419208,-0.8439494782,-0.1879580792,-0.7325482395,2.7923213174,824.0000000000
1.6500000000,10.3370481008,4.0298460711,3.8284007935,-2.9159933213,-0.8396637425,0.0000000000,2.3171664390,-0.8396637425,-0.1828335610,-0.7273949729,2.7972437851,825.0000000000
1.6520000000,10.3446952732,4.0240415813,3.8187802542,-2.8885707833,-0.8353916836,0.0000000000,2.3222442233,-0.8353916836,-0.1777557767,-0.7222384746,2.8021138786,826.0000000000
1.6540000000,10.3523232565,4.0182914920,3.8092117395,-2.8615921918,-0.8311330245,0.0000000000,2.3272754249,-0.8311330245,-0.1727245751,-0.7170788709,2.8069317444,827.0000000000
1.6560000000,10.3599321547,4.0125949192,3.7996951176,-2.8350536515,-0.8268874897,0.0000000000,2.3322601979,-0.8268874897,-0.1677398021,-0.7119162860,2.8116975318,828.0000000000
1.6580000000,10.3675220715,4.0069509866,3.7902303243,-2.8089513013,-0.8226548052,0.0000000000,2.3371986989,-0.8226548052,-0.1628013011,-0.7067508420,2.8164113929,829.0000000000
1.6600000000,10.3750931106,4.0013588258,3.7808173613,-2.7832813117,-0.8184346985,0.0000000000,2.3420910866,-0.8184346985,-0.1579089134,-0.7015826590,2.8210734825,830.0000000000
1.6620000000,10.3826453756,3.9958175757,3.7714562935,-2.7580398825,-0.8142268986,0.0000000000,2.3469375219,-0.8142268986,-0.1530624781,-0.6964118549,2.8256839582,831.0000000000
1.6640000000,10.3901789704,3.9903263830,3.7621472477,-2.7332232406,-0.8100311359,0.0000000000,2.3517381677,-0.8100311359,-0.1482618323,-0.6912385456,2.8302429799,832.0000000000
1.6660000000,10.3976939994,3.9848844020,3.7528904102,-2.7088276381,-0.8058471428,0.0000000000,2.3564931885,-0.8058471428,-0.1435068115,-0.6860628447,2.8347507098,833.0000000000
1.6680000000,10.4051905670,3.9794907943,3.7436860247,-2.6848493502,-0.8016746530,0.0000000000,2.3612027504,-0.8016746530,-0.1387972496,-0.6808848637,2.8392073127,834.0000000000
1.6700000000,10.4126687786,3.9741447289,3.7345343912,-2.6612846735,-0.7975134017,0.0000000000,2.3658670209,-0.7975134017,-0.1341329791,-0.6757047119,2.8436129553,835.0000000000
1.6720000000,10.4201287400,3.9688453823,3.7254358630,-2.6381299247,-0.7933631262,0.0000000000,2.3704861688,-0.7933631262,-0.1295138312,-0.6705224963,2.8479678066,836.0000000000
1.6740000000,10.4275705578,3.9635919383,3.7163908459,-2.6153814387,-0.7892235652,0.0000000000,2.3750603641,-0.7892235652,-0.1249396359,-0.6653383216,2.8522720375,837.0000000000
1.6760000000,10.4349943394,3.9583835881,3.7073997958,-2.5930355672,-0.7850944592,0.0000000000,2.3795897776,-0.7850944592,-0.1204102224,-0.6601522904,2.8565258208,838.0000000000
1.6780000000,10.4424001933,3.9532195301,3.6984632169,-2.5710886776,-0.7809755503,0.0000000000,2.3840745809,-0.7809755503,-0.1159254191,-0.6549645028,2.8607293309,839.0000000000
1.6800000000,10.4497882289,3.9480989699,3.6895816605,-2.5495371519,-0.7768665826,0.0000000000,2.3885149464,-0.7768665826,-0.1114850536,-0.6497750568,2.8648827443,840.0000000000
1.6820000000,10.4571585570,3.9430211203,3.6807557226,-2.5283773852,-0.7727673020,0.0000000000,2.3929110470,-0.7727673020,-0.1070889530,-0.6445840478,2.8689862387,841.0000000000
1.6840000000,10.4645112893,3.9379852015,3.6719860427,-2.5076057852,-0.7686774561,0.0000000000,2.3972630559,-0.7686774561,-0.1027369441,-0.6393915691,2.8730399934,842.0000000000
1.6860000000,10.4718465391,3.9329904408,3.6632733020,-2.4872187708,-0.7645967945,0.0000000000,2.4015711467,-0.7645967945,-0.0984288533,-0.6341977116,2.8770441890,843.0000000000
1.6880000000,10.4791644210,3.9280360724,3.6546182219,-2.4672127717,-0.7605250686,0.0000000000,2.4058354931,-0.7605250686,-0.0941645069,-0.6290025636,2.8809990075,844.0000000000
1.6900000000,10.4864650509,3.9231213381,3.6460215621,-2.4475842274,-0.7564620318,0.0000000000,2.4100562688,-0.7564620318,-0.0899437312,-0.6238062114,2.8849046321,845.0000000000
1.6920000000,10.4937485467,3.9182454863,3.6374841197,-2.4283295865,-0.7524074395,0.0000000000,2.4142336475,-0.7524074395,-0.0857663525,-0.6186087385,2.8887612467,846.0000000000
1.6940000000,10.5010150275,3.9134077728,3.6290067269,-2.4094453063,-0.7483610490,0.0000000000,2.4183678026,-0.7483610490,-0.0816321974,-0.6134102264,2.8925690366,847.0000000000
1.6960000000,10.5082646142,3.9086074605,3.6205902502,-2.3909278521,-0.7443226198,0.0000000000,2.4224589074,-0.7443226198,-0.0775410926,-0.6082107537,2.8963281876,848.0000000000
1.6980000000,10.5154974297,3.9038438192,3.6122355886,-2.3727736967,-0.7402919132,0.0000000000,2.4265071347,-0.7402919132,-0.0734928653,-0.6030103971,2.9000388867,849.0000000000
1.7000000000,10.5227135984,3.8991161258,3.6039436722,-2.3549793204,-0.7362686928,0.0000000000,2.4305126567,-0.7362686928,-0.0694873433,-0.5978092306,2.9037013210,850.0000000000
1.7020000000,10.5299132468,3.8944236644,3.5957154612,-2.3375412098,-0.7322527244,0.0000000000,2.4344756450,-0.7322527244,-0.0655243550,-0.5926073257,2.9073156787,851.0000000000
1.7040000000,10.5370965034,3.8897657258,3.5875519439,-2.3204558585,-0.7282437756,0.0000000000,2.4383962709,-0.7282437756,-0.0616037291,-0.5874047517,2.9108821481,852.0000000000
1.7060000000,10.5442634984,3.8851416081,3.5794541362,-2.3037197659,-0.7242416166,0.0000000000,2.4422747044,-0.7242416166,-0.0577252956,-0.5822015754,2.9144009179,853.0000000000
1.7080000000,10.5514143644,3.8805506163,3.5714230797,-2.2873294379,-0.7202460195,0.0000000000,2.4461111150,-0.7202460195,-0.0538888850,-0.5769978610,2.9178721773,854.0000000000
1.7100000000,10.5585492359,3.8759920622,3.5634598408,-2.2712813859,-0.7162567590,0.0000000000,2.4499056712,-0.7162567590,-0.0500943288,-0.5717936705,2.9212961154,855.0000000000
1.7120000000,10.5656682497,3.8714652649,3.5555655093,-2.2555721274,-0.7122736116,0.0000000000,2.4536585404,-0.7122736116,-0.0463414596,-0.5665890635,2.9246729215,856.0000000000
1.7140000000,10.5727715447,3.8669695501,3.5477411974,-2.2401981853,-0.7082963565,0.0000000000,2.4573698889,-0.7082963565,-0.0426301111,-0.5613840970,2.9280027849,857.0000000000
1.7160000000,10.5798592619,3.8625042509,3.5399880385,-2.2251560883,-0.7043247752,0.0000000000,2.4610398821,-0.7043247752,-0.0389601179,-0.5561788257,2.9312858948,858.0000000000
1.7180000000,10.5869315450,3.8580687069,3.5323071862,-2.2104423707,-0.7003586514,0.0000000000,2.4646686840,-0.7003586514,-0.0353313160,-0.5509733019,2.9345224401,859.0000000000
1.7200000000,10.5939885397,3.8536622648,3.5246998131,-2.1960535724,-0.6963977714,0.0000000000,2.4682564571,-0.6963977714,-0.0317435429,-0.5457675756,2.9377126094,860.0000000000
1.7220000000,10.6010303940,3.8492842783,3.5171671097,-2.1819862390,-0.6924419236,0.0000000000,2.4718033630,-0.6924419236,-0.0281966370,-0.5405616943,2.9408565910,861.0000000000
1.7240000000,10.6080572587,3.8449341078,3.5097102837,-2.1682369220,-0.6884908994,0.0000000000,2.4753095616,-0.6884908994,-0.0246904384,-0.5353557032,2.9439545727,862.0000000000
1.7260000000,10.6150692866,3.8406111209,3.5023305588,-2.1548021785,-0.6845444922,0.0000000000,2.4787752114,-0.6845444922,-0.0212247886,-0.5301496452,2.9470067418,863.0000000000
1.7280000000,10.6220666332,3.8363146917,3.4950291738,-2.1416785718,-0.6806024981,0.0000000000,2.4822004695,-0.6806024981,-0.0177995305,-0.5249435608,2.9500132846,864.0000000000
1.7300000000,10.6290494563,3.8320442014,3.4878073818,-2.1288626712,-0.6766647159,0.0000000000,2.4855854912,-0.6766647159,-0.0144145088,-0.5197374882,2.9529743871,865.0000000000
1.7320000000,10.6360179166,3.8277990381,3.4806664492,-2.1163510525,-0.6727309467,0.0000000000,2.4889304306,-0.6727309467,-0.0110695694,-0.5145314634,2.9558902343,866.0000000000
1.7340000000,10.6429721769,3.8235785967,3.4736076549,-2.1041402976,-0.6688009944,0.0000000000,2.4922354397,-0.6688009944,-0.0077645603,-0.5093255200,2.9587610101,867.0000000000
1.7360000000,10.6499124028,3.8193822787,3.4666322896,-2.0922269954,-0.6648746655,0.0000000000,2.4955006692,-0.6648746655,-0.0044993308,-0.5041196895,2.9615868977,868.0000000000
1.7380000000,10.6568387625,3.8152094926,3.4597416547,-2.0806077415,-0.6609517691,0.0000000000,2.4987262677,-0.6609517691,-0.0012737323,-0.4989140010,2.9643680791,869.0000000000
1.7400000000,10.6637514268,3.8110596539,3.4529370621,-2.0692791386,-0.6570321171,0.0000000000,2.5019123824,-0.6570321171,0.0019123824,-0.4937084815,2.9671047350,870.0000000000
1.7420000000,10.6706505690,3.8069321846,3.4462198330,-2.0582377968,-0.6531155239,0.0000000000,2.5050591585,-0.6531155239,0.0050591585,-0.4885031560,2.9697970450,871.0000000000
